caseid,1,2,3,4,5
1536831,married,married,,married,married
1537541,married,married,married,married,married
1538731,married,married,married,married,married
1540693,partnered,partnered,,partnered,partnered
1541384,partnered,partnered,partnered,partnered,partnered
1544581,married,married,married,married,married
1546505,partnered,partnered,partnered,partnered,partnered
1547271,married,,,married,married
1549701,married,married,married,married,married
1550851,married,married,,married,married
1551231,married,married,married,married,married
1552386,partnered,partnered,partnered,,
1553205,partnered,partnered,,,
1554466,partnered,partnered,partnered,partnered,partnered
1555195,partnered,partnered,partnered,partnered,partnered
1558251,married,married,,married,married
1559571,married,married,married,married,married
1560702,married,married,married,,
1565636,partnered,partnered,partnered,partnered,married
1567444,partnered,partnered,partnered,partnered,partnered
1568251,married,married,married,married,married
1569351,married,married,married,married,married
1570286,partnered,partnered,partnered,married,married
1571463,partnered,partnered,,,
1573641,married,married,married,married,married
1574481,married,married,married,married,married
1575691,married,married,married,married,married
1577546,partnered,partnered,partnered,partnered,partnered
1579693,partnered,partnered,partnered,partnered,partnered
1580691,married,married,married,married,married
1582653,partnered,partnered,partnered,partnered,partnered
1584491,married,married,married,married,married
1586641,married,married,married,married,married
1587316,partnered,partnered,,married,married
1588416,partnered,partnered,partnered,partnered,partnered
1590491,married,married,married,married,married
1591601,married,married,married,married,married
1592631,married,married,married,married,married
1593301,married,married,,married,married
1595371,married,married,,married,married
1597546,married,,married,married,married
1599291,married,married,married,married,married
1600711,married,married,married,married,married
1601511,married,married,married,married,married
1602401,married,married,,,
1603265,married,married,married,married,married
1605481,married,married,married,married,married
1606456,partnered,partnered,partnered,partnered,partnered
1608266,partnered,partnered,partnered,partnered,partnered
1610771,married,married,married,married,married
1611503,partnered,partnered,partnered,,
1612235,partnered,partnered,,partnered,partnered
1613271,married,married,married,married,married
1615431,partnered,,partnered,,
1617575,partnered,partnered,,,
1619401,married,married,married,married,married
1620371,married,married,married,married,married
1621812,married,married,,,
1622621,married,married,married,married,married
1623351,married,married,married,married,married
1624601,married,married,married,married,married
1625871,married,married,married,married,married
1627291,married,married,married,married,married
1628461,married,married,married,married,married
1629821,married,married,,married,married
1630551,married,married,married,married,married
1631443,partnered,partnered,,,
1632802,married,married,,married,married
1635436,partnered,partnered,partnered,partnered,partnered
1637395,partnered,partnered,,,
1639691,married,married,married,married,married
1641281,married,married,married,married,married
1642351,married,married,married,married,married
1643761,married,married,married,married,married
1644245,married,married,married,married,married
1645323,partnered,,partnered,partnered,partnered
1647511,married,married,married,married,married
1648276,partnered,partnered,partnered,partnered,partnered
1652451,married,married,,married,married
1653653,partnered,partnered,,,
1654671,married,married,married,married,married
1655555,partnered,partnered,,partnered,partnered
1657335,partnered,partnered,,partnered,partnered
1664275,partnered,partnered,partnered,partnered,partnered
1665713,partnered,partnered,partnered,partnered,partnered
1667291,married,married,married,married,married
1668241,married,married,married,married,married
1669566,partnered,partnered,partnered,partnered,partnered
1671291,married,married,married,married,married
1672325,partnered,partnered,,partnered,partnered
1673321,married,married,married,,
1674621,married,married,married,married,married
1675641,married,married,married,married,married
1676566,partnered,partnered,partnered,partnered,partnered
1677766,partnered,,partnered,partnered,partnered
1678601,married,married,married,married,married
1681661,married,married,,married,married
1683821,married,married,married,married,married
1685385,partnered,partnered,partnered,partnered,partnered
1686502,married,married,,,
1687301,married,married,married,married,married
1689375,partnered,partnered,,,
1691641,married,married,married,married,married
1692566,partnered,partnered,partnered,partnered,partnered
1693481,married,married,married,married,married
1697445,partnered,partnered,,,
1698641,married,married,married,married,married
1699641,married,married,married,married,married
1700416,partnered,partnered,partnered,partnered,partnered
1703712,partnered,partnered,partnered,partnered,partnered
1704403,partnered,partnered,,,
1706351,married,married,married,married,married
1707621,married,married,married,married,married
1708231,married,married,married,married,married
1709246,married,married,married,married,married
1711502,partnered,partnered,partnered,partnered,partnered
1714741,married,married,,married,married
1715481,married,married,married,married,married
1718291,married,married,married,married,married
1719406,partnered,partnered,partnered,partnered,partnered
1720621,married,married,married,married,married
1721381,married,married,married,married,married
1728311,married,married,married,married,married
1730361,married,married,married,married,married
1735441,married,married,married,married,married
1736721,married,married,married,married,married
1738463,partnered,partnered,,,
1739511,married,married,married,married,married
1740291,married,married,married,married,married
1742351,married,married,married,married,married
1743521,married,married,married,married,married
1745446,married,married,married,married,married
1747381,married,married,married,married,married
1748271,married,married,married,married,married
1749592,partnered,partnered,partnered,partnered,partnered
1750331,married,married,married,married,married
1751291,married,married,married,married,married
1752521,married,married,married,married,married
1753471,married,married,married,married,married
1755306,partnered,partnered,partnered,partnered,partnered
1756633,partnered,partnered,partnered,partnered,partnered
1757781,married,married,married,married,married
1759791,married,married,married,married,married
1760353,partnered,partnered,partnered,partnered,partnered
1762615,partnered,partnered,partnered,partnered,partnered
1763881,married,married,,,
1764471,married,married,married,married,married
1765521,married,married,married,married,married
1767591,married,married,married,married,married
1768436,partnered,partnered,partnered,partnered,partnered
1771195,partnered,partnered,partnered,married,married
1772413,partnered,partnered,partnered,partnered,partnered
1774541,married,married,married,married,married
1777513,partnered,partnered,partnered,partnered,partnered
1778236,partnered,partnered,,partnered,partnered
1779551,married,married,married,married,married
1781261,married,married,married,married,married
1784331,married,married,married,married,married
1785761,married,married,married,married,married
1786301,married,married,married,married,married
1787296,partnered,partnered,married,married,married
1788316,partnered,partnered,partnered,partnered,partnered
1790623,partnered,partnered,partnered,partnered,partnered
1792311,married,married,married,married,married
1793381,married,married,married,married,married
1794351,married,married,,married,married
1795381,married,married,married,married,married
1796621,married,married,married,married,married
1797541,married,married,married,married,married
1798281,married,married,married,married,married
1799441,married,married,,married,married
1800341,married,married,married,married,married
1802445,partnered,partnered,,,
1803416,married,married,,,
1804235,partnered,partnered,,partnered,partnered
1807331,partnered,partnered,partnered,partnered,partnered
1808475,partnered,,,partnered,partnered
1809246,partnered,partnered,partnered,partnered,partnered
1810601,married,married,married,married,married
1812681,married,married,married,married,married
1814401,married,married,married,married,married
1815601,married,married,,married,married
1817446,partnered,partnered,partnered,partnered,partnered
1818371,married,married,married,married,married
1819566,partnered,partnered,,partnered,partnered
1820763,partnered,partnered,,,
1821371,married,married,married,married,married
1823706,partnered,partnered,partnered,partnered,partnered
1825361,married,married,married,,
1828271,married,married,married,married,married
1830561,married,married,married,married,married
1831446,partnered,partnered,partnered,partnered,married
1833581,married,married,married,married,married
1834215,partnered,partnered,partnered,partnered,partnered
1835645,partnered,partnered,partnered,partnered,partnered
1836683,partnered,partnered,,partnered,partnered
1837415,married,married,married,married,married
1839335,partnered,partnered,partnered,married,married
1840205,partnered,partnered,partnered,partnered,partnered
1841311,married,married,married,married,married
1842506,married,,married,married,married
1843471,married,married,married,married,married
1845451,married,married,married,married,married
1846441,married,married,married,married,married
1850456,partnered,,partnered,married,married
1853843,married,married,,,
1854541,married,married,married,married,married
1857346,married,married,married,married,married
1859701,married,married,married,married,married
1860271,married,married,married,married,married
1861603,partnered,partnered,,partnered,partnered
1862281,married,married,married,married,married
1864311,married,married,married,married,married
1865296,partnered,partnered,partnered,partnered,partnered
1866571,married,married,married,married,married
1867521,married,married,married,married,married
1868455,partnered,partnered,,,
1869273,partnered,partnered,partnered,partnered,partnered
1870406,partnered,partnered,partnered,partnered,partnered
1871556,married,married,married,married,married
1875531,married,married,married,married,married
1879215,partnered,partnered,,,
1882315,partnered,partnered,,,
1883321,married,married,married,married,married
1885371,married,married,married,married,married
1886461,married,married,,married,married
1888561,married,married,,married,married
1890241,married,married,married,married,married
1891561,married,married,,married,married
1892215,partnered,partnered,partnered,,
1894396,partnered,partnered,partnered,partnered,partnered
1897225,partnered,partnered,,,
1898671,married,married,married,,
1900391,married,married,married,married,married
1901531,married,married,married,married,married
1902385,partnered,partnered,partnered,partnered,partnered
1904661,married,married,,married,married
1905431,married,married,married,married,married
1906461,married,married,married,married,married
1907225,partnered,partnered,,partnered,partnered
1908381,married,married,married,married,married
1910205,partnered,,,partnered,partnered
1912446,partnered,partnered,married,married,married
1914291,married,married,married,married,married
1915281,married,married,married,married,married
1918441,married,married,married,married,married
1919431,married,married,married,married,married
1922632,partnered,partnered,,,
1924581,partnered,partnered,partnered,,
1925511,married,married,married,married,married
1926366,partnered,partnered,partnered,partnered,partnered
1928351,married,married,married,married,married
1929641,married,married,married,married,married
1930531,married,married,married,married,married
1933576,partnered,partnered,partnered,partnered,partnered
1935281,married,married,married,married,married
1936281,married,,married,married,married
1944641,married,married,married,married,married
1947301,married,married,married,married,married
1952535,partnered,partnered,,,
1953441,married,married,,married,married
1954621,married,married,,married,married
1958331,married,married,married,married,married
1959311,married,married,,married,married
1960361,married,married,married,married,married
1963361,married,married,married,married,married
1964531,married,married,married,married,married
1965401,married,married,married,married,married
1966581,married,married,married,married,married
1967711,married,married,married,married,married
1969416,partnered,partnered,partnered,,
1970216,partnered,partnered,,,
1972476,married,married,,married,married
1974466,partnered,,partnered,partnered,partnered
1975205,partnered,partnered,,,
1977621,married,married,married,married,married
1978511,married,married,married,married,married
1982391,married,married,married,married,married
1984436,partnered,partnered,partnered,partnered,partnered
1985391,married,married,married,married,married
1986571,married,married,,married,married
1989521,married,married,married,married,married
1992601,married,married,married,married,married
1993565,partnered,partnered,,partnered,partnered
1998801,married,married,married,married,married
1999591,married,married,,married,married
2000641,married,married,married,married,married
2002381,married,married,married,married,married
2009245,partnered,partnered,partnered,married,married
2013526,married,married,married,married,married
2015255,partnered,partnered,,,
2016761,married,married,married,married,married
2017286,partnered,partnered,partnered,partnered,married
2018495,partnered,partnered,,,
2020261,married,married,married,married,married
2023291,married,married,married,married,married
2025423,partnered,partnered,,,
2026446,partnered,partnered,partnered,partnered,married
2027521,married,married,married,married,married
2028576,partnered,partnered,,partnered,partnered
2029496,partnered,partnered,partnered,partnered,partnered
2030381,married,married,,married,married
2031541,married,married,,married,married
2032535,partnered,partnered,,,
2033463,partnered,partnered,,partnered,partnered
2034526,married,married,married,married,married
2036461,married,married,married,married,married
2037441,married,married,married,married,married
2038275,married,married,married,married,married
2040821,married,married,married,married,married
2041791,married,married,married,married,married
2047493,partnered,partnered,,,
2049245,partnered,partnered,,,
2052541,married,married,married,married,married
2053443,partnered,partnered,,,
2055481,married,married,,married,married
2059581,married,married,,married,married
2062511,married,married,married,married,married
2063205,partnered,partnered,partnered,partnered,partnered
2065431,married,married,,married,married
2066551,married,married,married,married,married
2067411,married,married,married,married,married
2068206,married,married,married,married,married
2069261,married,married,married,married,married
2070361,married,married,married,married,married
2071506,partnered,partnered,partnered,partnered,partnered
2072195,partnered,partnered,,,
2075404,partnered,,partnered,partnered,partnered
2076271,married,married,married,married,married
2077215,partnered,partnered,partnered,partnered,partnered
2079721,married,married,,married,married
2080896,partnered,partnered,partnered,partnered,partnered
2083271,married,married,married,married,married
2084411,married,,married,married,married
2086556,partnered,partnered,partnered,partnered,married
2088471,married,married,married,married,married
2089361,married,married,married,married,married
2091581,married,married,,married,married
2092496,partnered,partnered,partnered,partnered,partnered
2093501,married,married,married,married,married
2095281,married,married,,married,married
2096536,partnered,partnered,partnered,partnered,partnered
2097411,married,married,married,married,married
2098515,partnered,partnered,,,
2100743,partnered,partnered,partnered,partnered,partnered
2101416,partnered,partnered,partnered,partnered,partnered
2103296,partnered,partnered,partnered,partnered,partnered
2105421,married,married,married,married,married
2107491,married,married,married,married,married
2108781,married,married,married,married,married
2109285,partnered,partnered,,,
2110451,married,married,married,married,married
2111623,married,married,,,
2112291,married,married,,married,married
2114411,married,married,married,married,married
2117621,married,married,married,married,married
2118245,partnered,partnered,,,
2119791,married,married,married,,
2120526,partnered,partnered,partnered,partnered,partnered
2121436,partnered,partnered,partnered,partnered,partnered
2124215,partnered,partnered,,,
2125215,partnered,partnered,,,
2127441,married,married,married,married,married
2128441,married,married,married,married,married
2130225,partnered,partnered,partnered,partnered,married
2131426,partnered,partnered,,partnered,partnered
2134466,married,married,married,married,married
2137436,partnered,partnered,,,
2140561,married,married,married,married,married
2142591,married,married,married,married,married
2143405,married,married,married,married,married
2144501,married,married,married,married,married
2145295,partnered,partnered,,,
2146361,married,married,married,married,married
2147491,married,,married,married,married
2149736,married,married,,married,married
2150511,married,married,married,married,married
2151631,married,married,,married,married
2153601,married,married,married,married,married
2154365,partnered,,partnered,partnered,partnered
2155561,married,married,married,married,married
2156394,married,married,,married,married
2159315,married,married,,,
2160635,partnered,partnered,partnered,partnered,partnered
2162822,married,married,,,
2163291,married,married,married,married,married
2164622,married,married,,,
2165591,married,married,married,married,married
2167261,married,married,,married,married
2168301,married,married,married,married,married
2169386,partnered,partnered,,partnered,partnered
2170641,married,married,married,married,married
2171371,married,married,married,married,married
2172526,married,married,married,married,married
2173235,married,married,,married,married
2175365,partnered,partnered,,,
2176301,married,married,married,married,married
2177596,partnered,partnered,married,,married
2178396,partnered,partnered,partnered,,
2179636,partnered,partnered,partnered,partnered,partnered
2180411,married,married,married,married,married
2181421,married,married,married,married,married
2183361,married,married,,married,married
2184591,married,married,married,married,married
2187416,partnered,partnered,partnered,partnered,partnered
2188581,married,married,married,married,married
2190381,married,married,married,married,married
2192852,partnered,partnered,,partnered,partnered
2193195,partnered,partnered,partnered,partnered,partnered
2194621,married,,married,married,married
2195781,married,married,married,married,married
2196501,married,married,married,married,married
2197361,married,married,married,married,married
2198686,married,married,married,married,married
2199575,partnered,partnered,,partnered,partnered
2200651,married,married,married,married,married
2201486,partnered,partnered,partnered,,
2203446,partnered,partnered,partnered,partnered,partnered
2204281,married,married,married,married,married
2206256,married,married,married,married,married
2208621,married,married,,married,married
2209421,married,married,,married,married
2211311,married,married,married,married,married
2212616,partnered,partnered,,,
2218261,married,,,married,married
2219255,partnered,partnered,,,
2223581,married,married,married,married,married
2224215,partnered,partnered,partnered,partnered,partnered
2226231,married,married,married,married,married
2227296,partnered,partnered,,,
2228436,married,married,married,married,married
2229421,married,married,married,married,married
2230711,married,married,married,married,married
2235561,married,,married,married,married
2237225,partnered,partnered,partnered,partnered,married
2238361,married,,married,married,married
2242616,partnered,partnered,partnered,partnered,partnered
2246691,married,,,married,married
2247501,married,married,,married,married
2249411,married,married,married,married,married
2250596,partnered,partnered,partnered,partnered,partnered
2252496,partnered,partnered,partnered,partnered,partnered
2256431,married,married,married,married,married
2260661,married,married,,married,married
2266405,partnered,partnered,,,
2268411,married,married,married,married,married
2272671,married,married,married,married,married
2273691,married,married,married,married,married
2274225,partnered,,partnered,,
2276244,married,married,,,
2277506,partnered,partnered,partnered,partnered,partnered
2278553,married,married,,married,married
2280655,partnered,partnered,,,
2281616,partnered,partnered,,partnered,partnered
2282431,married,married,married,married,married
2285351,married,married,married,married,married
2286421,married,married,,,
2288511,married,married,married,married,married
2289671,married,married,,married,married
2290306,married,married,married,married,married
2292275,partnered,partnered,married,married,married
2294411,married,married,married,married,married
2296531,married,married,married,married,married
2297221,married,married,married,married,married
2298381,married,married,married,married,married
2299651,married,married,,married,married
2300541,married,married,married,married,married
2302541,married,married,married,married,married
2304511,married,married,married,married,married
2306401,married,married,married,married,married
2307264,partnered,partnered,,,
2309591,married,married,married,married,married
2310431,married,married,married,married,married
2311205,partnered,partnered,,,
2312496,partnered,partnered,partnered,partnered,partnered
2314732,married,married,,married,married
2317486,married,married,married,married,married
2318566,partnered,,partnered,partnered,partnered
2321421,married,married,married,married,married
2322215,partnered,partnered,partnered,partnered,partnered
2323671,married,married,married,married,married
2327642,married,married,,,
2328561,married,married,married,married,married
2330376,partnered,partnered,,,
2333551,married,married,married,married,married
2334456,married,married,,married,married
2335586,partnered,partnered,partnered,partnered,partnered
2337554,married,married,,,
2338195,partnered,partnered,partnered,partnered,partnered
2339381,married,married,married,married,married
2342326,married,married,married,married,married
2343271,married,married,married,married,married
2344281,married,married,married,married,married
2347261,married,married,married,married,married
2349521,married,married,,married,married
2350195,partnered,partnered,,partnered,partnered
2352296,partnered,partnered,partnered,partnered,partnered
2353373,partnered,partnered,partnered,,
2354381,married,married,married,married,married
2355521,married,married,married,married,married
2356606,partnered,partnered,partnered,partnered,partnered
2358331,married,married,married,married,married
2361411,married,married,married,married,married
2363391,married,married,,married,married
2364441,married,married,married,married,married
2365386,partnered,partnered,married,married,married
2366361,married,married,married,married,married
2367561,married,married,married,married,married
2368446,partnered,partnered,partnered,partnered,partnered
2370396,partnered,partnered,partnered,partnered,partnered
2371312,partnered,partnered,,,
2373376,partnered,,partnered,partnered,partnered
2374284,partnered,partnered,partnered,partnered,partnered
2376421,married,married,married,married,married
2377541,married,married,married,married,married
2379611,married,married,married,married,married
2380466,partnered,partnered,,partnered,partnered
2381381,married,married,married,married,married
2382301,married,married,married,married,married
2388281,married,married,married,married,married
2389501,married,married,married,married,married
2390491,married,married,married,married,married
2393341,married,married,married,married,married
2394813,married,married,,,
2395381,married,married,married,married,married
2397281,married,married,married,married,married
2398492,partnered,partnered,partnered,partnered,partnered
2401544,married,married,,married,married
2402351,married,married,married,married,married
2403491,married,married,,married,married
2405331,married,married,married,married,married
2406541,married,married,married,married,married
2408506,married,married,married,married,married
2409671,married,married,,married,married
2412491,married,married,married,married,married
2416571,married,,,married,married
2422533,partnered,partnered,,,
2423613,partnered,partnered,partnered,,
2427431,married,married,married,married,married
2428344,partnered,,partnered,,
2429371,married,married,married,married,married
2430446,partnered,partnered,partnered,partnered,partnered
2431491,married,married,,married,married
2433651,married,married,married,married,married
2434421,married,married,married,married,married
2437651,married,married,married,married,married
2439205,partnered,partnered,partnered,partnered,partnered
2440651,married,married,married,married,married
2442581,married,married,married,married,married
2449225,partnered,partnered,partnered,partnered,partnered
2451281,married,married,,married,married
2453455,married,married,married,married,married
2457561,married,married,,married,married
2460536,married,married,married,married,married
2461521,married,married,married,married,married
2462533,partnered,partnered,partnered,partnered,partnered
2463495,partnered,partnered,,,
2464481,married,married,married,married,married
2465606,partnered,partnered,partnered,partnered,partnered
2468481,married,married,married,married,married
2470335,partnered,partnered,married,married,married
2471586,partnered,partnered,partnered,partnered,partnered
2472495,partnered,partnered,partnered,partnered,partnered
2473591,married,married,married,married,married
2478401,married,married,married,married,married
2479313,partnered,partnered,partnered,married,married
2480586,partnered,partnered,partnered,partnered,partnered
2482586,partnered,partnered,,partnered,partnered
2483563,partnered,partnered,,partnered,partnered
2485465,partnered,partnered,partnered,partnered,partnered
2486245,partnered,partnered,partnered,married,married
2487583,partnered,partnered,partnered,partnered,partnered
2488453,partnered,partnered,partnered,partnered,partnered
2489561,married,married,married,married,married
2490501,married,married,married,married,married
2491261,married,married,married,married,married
2492401,married,married,married,married,married
2494291,married,,married,married,married
2496271,married,married,married,married,married
2497286,partnered,,partnered,,
2499671,married,married,married,married,married
2500281,married,married,married,married,married
2501285,partnered,partnered,,married,married
2502671,married,married,,married,married
2503411,married,married,married,married,married
2504476,partnered,partnered,partnered,partnered,partnered
2505436,partnered,partnered,partnered,partnered,partnered
2506506,partnered,partnered,partnered,partnered,partnered
2508414,partnered,partnered,,,
2510361,married,married,,married,married
2514683,partnered,partnered,,partnered,partnered
2515245,partnered,partnered,,,
2517611,married,married,married,married,married
2518321,married,married,married,married,married
2519493,partnered,partnered,partnered,partnered,partnered
2520291,married,married,married,married,married
2524351,married,married,married,married,married
2526551,married,married,,married,married
2527611,married,married,,married,married
2528285,partnered,partnered,,,
2529781,married,married,married,married,married
2530373,partnered,partnered,,partnered,partnered
2532553,partnered,partnered,,partnered,partnered
2533411,married,married,married,married,married
2534481,married,married,married,married,married
2536634,married,married,married,married,married
2538381,married,married,married,,
2539331,married,married,married,married,married
2542495,partnered,partnered,married,married,married
2543495,partnered,partnered,,,
2544491,married,married,married,married,married
2547395,partnered,partnered,,,
2548661,married,married,married,married,married
2549605,partnered,partnered,partnered,,
2550291,married,married,married,married,married
2554441,married,married,married,married,married
2555255,partnered,partnered,partnered,partnered,married
2557351,married,married,married,married,married
2558261,married,married,,married,married
2559361,married,married,married,married,married
2562645,partnered,partnered,married,married,married
2564501,married,married,married,married,married
2565561,married,married,married,married,married
2566692,partnered,partnered,partnered,partnered,partnered
2567461,married,,married,married,married
2568441,married,married,married,married,married
2569551,married,married,married,married,married
2570381,married,married,married,married,married
2581443,partnered,partnered,partnered,,
2582441,married,married,,married,married
2585571,married,married,married,married,married
2588496,partnered,partnered,partnered,partnered,partnered
2589535,partnered,partnered,partnered,partnered,partnered
2591556,partnered,partnered,,,
2594431,married,married,married,married,married
2595533,married,married,married,married,married
2596391,married,married,married,married,married
2597631,married,married,married,married,married
2598385,partnered,partnered,,,
2600415,partnered,partnered,,,
2602436,partnered,partnered,partnered,partnered,partnered
2603411,married,married,married,married,married
2605456,married,married,married,married,married
2606331,married,married,married,married,married
2607495,partnered,partnered,,partnered,partnered
2608691,married,married,,married,married
2609225,partnered,partnered,married,married,married
2611571,married,married,married,married,married
2613456,married,married,,married,married
2614361,married,married,married,married,married
2615546,partnered,partnered,partnered,partnered,partnered
2616381,married,married,married,married,married
2617245,partnered,partnered,partnered,partnered,partnered
2618441,married,married,married,married,married
2619511,married,married,married,married,married
2620791,married,married,married,married,married
2621593,partnered,partnered,partnered,partnered,partnered
2622321,married,married,married,married,married
2624575,partnered,partnered,,,
2625586,partnered,partnered,partnered,partnered,partnered
2630582,partnered,partnered,,,
2631603,partnered,partnered,partnered,partnered,partnered
2632351,married,married,married,married,married
2633215,partnered,partnered,partnered,,
2634401,married,married,married,married,married
2637661,married,married,married,married,married
2638581,married,married,married,,
2640441,married,married,married,married,married
2641401,married,married,married,married,married
2643741,married,married,married,married,married
2645415,partnered,partnered,,,
2648596,partnered,partnered,partnered,partnered,partnered
2650431,married,married,married,married,married
2651661,married,married,married,married,married
2652493,partnered,partnered,partnered,partnered,partnered
2656616,partnered,,partnered,partnered,partnered
2657451,married,married,married,married,married
2660401,married,,married,married,married
2662482,married,married,,,
2664241,married,married,married,married,married
2667431,married,married,married,married,married
2668501,married,married,,married,married
2670301,married,married,,married,married
2672556,married,married,married,married,married
2677431,married,married,,married,married
2678485,partnered,,partnered,partnered,partnered
2679701,married,married,married,married,married
2682456,married,married,married,married,married
2683531,married,married,married,married,married
2684336,partnered,partnered,partnered,partnered,married
2686633,partnered,partnered,,married,married
2687386,partnered,partnered,,,
2688461,married,married,,married,married
2690361,married,married,,married,married
2692511,married,,married,married,married
2695451,married,married,married,married,married
2697631,married,married,married,married,married
2698556,partnered,partnered,,partnered,partnered
2700391,married,married,married,married,married
2702381,married,married,married,married,married
2703281,married,,,married,married
2704721,married,married,,married,married
2705406,partnered,partnered,partnered,,
2711361,married,married,married,married,married
2713461,married,married,married,married,married
2714781,married,married,,married,married
2716696,partnered,partnered,partnered,,
2717481,married,married,,,
2719291,married,married,married,married,married
2722205,partnered,,,partnered,partnered
2723611,married,married,married,married,married
2724356,partnered,partnered,partnered,partnered,partnered
2725295,partnered,partnered,partnered,partnered,partnered
2726401,married,married,married,married,married
2732375,partnered,partnered,,,
2733643,partnered,partnered,partnered,partnered,partnered
2735421,married,married,married,married,married
2736284,married,married,married,married,married
2737331,married,married,,married,married
2739513,partnered,partnered,,,
2740543,partnered,partnered,,,
2744281,married,married,married,married,married
2746506,partnered,partnered,,,
2747491,married,married,married,married,married
2751461,married,married,,married,married
2753551,married,married,married,married,married
2756231,married,married,married,married,married
2757531,married,,married,married,married
2758456,partnered,partnered,partnered,partnered,partnered
2763486,partnered,partnered,partnered,partnered,partnered
2764561,married,married,married,married,married
2765291,married,married,married,married,married
2768761,married,married,married,married,married
2769621,married,married,married,married,married
2771331,married,married,married,married,married
2773391,married,married,married,married,married
2775495,partnered,,partnered,partnered,partnered
2776351,married,,married,married,married
2777215,partnered,partnered,partnered,partnered,married
2778431,married,married,married,married,married
2780461,married,married,married,married,married
2781773,partnered,partnered,partnered,partnered,partnered
2783571,married,married,married,married,married
2784335,partnered,,partnered,,
2785271,married,married,married,married,married
2786666,partnered,partnered,partnered,partnered,partnered
2788351,married,married,married,married,married
2791391,married,married,,married,married
2792381,married,married,married,married,married
2793416,partnered,partnered,partnered,married,married
2795343,partnered,partnered,partnered,,
2796782,married,married,,,
2797496,partnered,partnered,,partnered,partnered
2798711,married,married,married,married,married
2799525,partnered,partnered,partnered,partnered,partnered
2800266,partnered,partnered,partnered,married,married
2803531,married,married,married,married,married
2806576,partnered,partnered,partnered,partnered,partnered
2808495,partnered,partnered,partnered,,
2809516,partnered,partnered,partnered,partnered,partnered
2812441,married,married,married,married,married
2813321,married,,married,,
2814495,partnered,partnered,partnered,partnered,partnered
2817571,married,married,married,married,married
2818471,married,married,married,married,married
2819881,married,married,married,married,married
2820571,married,married,married,married,married
2822526,partnered,partnered,partnered,partnered,partnered
2825881,partnered,partnered,partnered,,
2828511,married,married,,married,married
2832291,married,married,married,married,married
2834301,married,,married,married,married
2836511,married,married,married,married,married
2839411,married,,married,married,married
2840371,married,married,,married,married
2841235,partnered,,,partnered,partnered
2842781,married,married,married,married,married
2843431,married,married,married,married,married
2844291,married,married,married,,
2845381,partnered,partnered,married,married,married
2846315,partnered,partnered,partnered,partnered,partnered
2847371,married,married,married,married,married
2848761,married,married,married,married,married
2852225,partnered,partnered,partnered,partnered,partnered
2853301,married,married,married,married,married
2854401,married,married,married,married,married
2855671,married,married,,married,married
2857341,partnered,,,partnered,partnered
2859286,partnered,,partnered,married,married
2861215,partnered,partnered,,partnered,partnered
2866471,married,married,married,married,married
2868606,partnered,partnered,partnered,partnered,partnered
2869721,married,married,married,married,married
2871516,partnered,partnered,partnered,partnered,partnered
2874421,married,,married,married,married
2877411,married,married,,married,married
2878781,married,married,,married,married
2880391,married,married,married,married,married
2881561,married,married,,married,married
2883461,married,married,,married,married
2884681,married,married,married,married,married
2885256,partnered,partnered,married,married,married
2887261,married,married,married,married,married
2890236,partnered,partnered,partnered,partnered,partnered
2891361,partnered,partnered,partnered,,
2892291,married,married,married,married,married
2895566,partnered,,partnered,partnered,partnered
2897401,married,married,married,married,married
2898641,married,married,,married,married
2901465,partnered,partnered,,,
2902291,married,married,married,married,married
2903453,partnered,partnered,,partnered,partnered
2904546,partnered,partnered,partnered,partnered,partnered
2906325,partnered,partnered,,married,married
2907761,married,married,married,married,married
2908413,married,married,married,married,married
2910801,married,married,married,married,married
2913266,married,married,married,married,married
2915356,partnered,partnered,partnered,,
2917751,married,,married,,
2918525,married,married,,married,married
2919505,married,married,married,married,married
2923486,partnered,partnered,partnered,partnered,partnered
2924471,married,married,,married,married
2925235,married,married,,married,married
2926403,partnered,partnered,,,
2928503,partnered,partnered,,,
2929295,partnered,partnered,partnered,partnered,married
2931391,married,married,married,married,married
2932541,married,married,married,married,married
2934316,married,married,married,married,married
2936265,partnered,partnered,,partnered,partnered
2937511,married,married,married,married,married
2939601,married,married,,married,married
2940495,partnered,,partnered,,
2942506,partnered,partnered,partnered,partnered,partnered
2943451,married,married,,married,married
2945701,married,married,,married,married
2947543,partnered,partnered,partnered,partnered,partnered
2950445,partnered,partnered,,partnered,partnered
2958495,partnered,partnered,partnered,partnered,partnered
2959235,partnered,partnered,partnered,,
2961446,partnered,partnered,partnered,partnered,partnered
2962421,partnered,partnered,partnered,partnered,partnered
2963351,married,married,married,married,married
2964195,partnered,,,partnered,partnered
2965291,married,,married,married,married
2967381,married,married,married,married,married
2968566,partnered,partnered,partnered,partnered,partnered
2970391,married,married,,married,married
2971315,partnered,partnered,,,
2972195,married,married,married,married,married
2973265,partnered,partnered,,,
2974271,married,married,married,married,married
2975453,partnered,partnered,partnered,partnered,partnered
2976481,married,married,married,married,married
2977341,married,married,married,married,married
2978391,married,married,,married,married
2979633,partnered,partnered,,,
2982581,married,married,married,married,married
2983365,partnered,partnered,,,
2984311,married,married,married,married,married
2985453,partnered,partnered,,partnered,partnered
2986301,married,married,,,
2987583,partnered,partnered,,partnered,partnered
2988441,married,married,married,married,married
2989771,married,married,married,married,married
2990611,married,married,,married,married
